Name,URL
Cowpea / ಅಲಸಂದೆ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=92&VarCode=1&Date=DATEHERE&CommName=Cowpea / ಅಲಸಂದೆ&VarName=Cowpea (Whole) / ಕೌಪಿಯಾ (ವೋಲ್)
Cowpea (Whole) / ಕೌಪಿಯಾ (ವೋಲ್) (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=92&VarCode=1&Date=DATEHERE&CommName=Cowpea / ಅಲಸಂದೆ&VarName=Cowpea (Whole) / ಕೌಪಿಯಾ (ವೋಲ್)
Mataki / ಮಡಿಕೆ (ಮಟಕಿ),MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=93&VarCode=1&Date=DATEHERE&CommName=Mataki / ಮಡಿಕೆ (ಮಟಕಿ)&VarName=Mataki (W) / ಮಟಕಿ (ವೋಲ್)
Mataki (W) / ಮಟಕಿ (ವೋಲ್) (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=93&VarCode=1&Date=DATEHERE&CommName=Mataki / ಮಡಿಕೆ (ಮಟಕಿ)&VarName=Mataki (W) / ಮಟಕಿ (ವೋಲ್)
Moath / ಮೋತ್,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=95&VarCode=1&Date=DATEHERE&CommName=Moath / ಮೋತ್&VarName=Moath (W) / ಮೋತ್ (ವೋಲ್)
Moath (W) / ಮೋತ್ (ವೋಲ್) (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=95&VarCode=1&Date=DATEHERE&CommName=Moath / ಮೋತ್&VarName=Moath (W) / ಮೋತ್ (ವೋಲ್)
Horse Gram / ಹುರುಳಿ ಕಾಳು,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=114&VarCode=1&Date=DATEHERE&CommName=Horse Gram / ಹುರುಳಿ ಕಾಳು&VarName=Horse gram (Whole) / ಹುರುಳಿಕಾಳು (ವೋಲ್)
Horse gram (Whole) / ಹುರುಳಿಕಾಳು (ವೋಲ್)  (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=114&VarCode=1&Date=DATEHERE&CommName=Horse Gram / ಹುರುಳಿ ಕಾಳು&VarName=Horse gram (Whole) / ಹುರುಳಿಕಾಳು (ವೋಲ್)
Tur Dal / ತೊಗರಿ ಬೇಳೆ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=260&VarCode=1&Date=DATEHERE&CommName=Tur Dal / ತೊಗರಿ ಬೇಳೆ&VarName=Tur Dal / ತೊಗರಿಬೇಳೆ
Tur Dal / ತೊಗರಿಬೇಳೆ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=260&VarCode=1&Date=DATEHERE&CommName=Tur Dal / ತೊಗರಿ ಬೇಳೆ&VarName=Tur Dal / ತೊಗರಿಬೇಳೆ
Bengal Gramdal / ಕಡಲೆಬೇಳೆ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=263&VarCode=1&Date=DATEHERE&CommName=Bengal Gramdal / ಕಡಲೆಬೇಳೆ&VarName=Bengal Gram Dal / ಕಡ್ಲೆಬೇಳೆ
Bengal Gram Dal / ಕಡ್ಲೆಬೇಳೆ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=263&VarCode=1&Date=DATEHERE&CommName=Bengal Gramdal / ಕಡಲೆಬೇಳೆ&VarName=Bengal Gram Dal / ಕಡ್ಲೆಬೇಳೆ
Black Gramdal / ಉದ್ದಿನಬೇಳೆ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=264&VarCode=1&Date=DATEHERE&CommName=Black Gramdal / ಉದ್ದಿನಬೇಳೆ&VarName=Black Gram Dal / ಉದ್ದಿನಬೇಳೆ
Black Gram Dal / ಉದ್ದಿನಬೇಳೆ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=264&VarCode=1&Date=DATEHERE&CommName=Black Gramdal / ಉದ್ದಿನಬೇಳೆ&VarName=Black Gram Dal / ಉದ್ದಿನಬೇಳೆ
Green Gramdal / ಹೆಸರುಬೇಳೆ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=265&VarCode=1&Date=DATEHERE&CommName=Green Gramdal / ಹೆಸರುಬೇಳೆ&VarName=Green Gram Dal / ಹೆಸರುಬೇಳೆ
Green Gram Dal / ಹೆಸರುಬೇಳೆ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=265&VarCode=1&Date=DATEHERE&CommName=Green Gramdal / ಹೆಸರುಬೇಳೆ&VarName=Green Gram Dal / ಹೆಸರುಬೇಳೆ
Tur / ತೊಗರಿ ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=275&VarCode=1&Date=DATEHERE&CommName=Tur / ತೊಗರಿ&VarName=Tur / ತೊಗರಿ
Tur / ತೊಗರಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=275&VarCode=1&Date=DATEHERE&CommName=Tur / ತೊಗರಿ&VarName=Tur / ತೊಗರಿ
White / ಬಿಳಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=275&VarCode=2&Date=DATEHERE&CommName=Tur / ತೊಗರಿ&VarName=White / ಬಿಳಿ
Red / ಕೆಂಪು (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=275&VarCode=4&Date=DATEHERE&CommName=Tur / ತೊಗರಿ&VarName=Red / ಕೆಂಪು
Alasande Gram / ಅಲಸಂದೆ ಕಾಳು,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=281&VarCode=1&Date=DATEHERE&CommName=Alasande Gram / ಅಲಸಂದೆ ಕಾಳು&VarName=Alasande Gram / ಅಲಸಂದೆಕಾಳು
Alasande Gram / ಅಲಸಂದೆಕಾಳು (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=281&VarCode=1&Date=DATEHERE&CommName=Alasande Gram / ಅಲಸಂದೆ ಕಾಳು&VarName=Alasande Gram / ಅಲಸಂದೆಕಾಳು
Chennangidal / ಚೆನ್ನಂಗಿ ದಾಲ್,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=295&VarCode=1&Date=DATEHERE&CommName=Chennangidal / ಚೆನ್ನಂಗಿ ದಾಲ್&VarName=Chennagidal / ಚನ್ನಂಗಿಬೇಳೆ
Chennagidal / ಚನ್ನಂಗಿಬೇಳೆ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=295&VarCode=1&Date=DATEHERE&CommName=Chennangidal / ಚೆನ್ನಂಗಿ ದಾಲ್&VarName=Chennagidal / ಚನ್ನಂಗಿಬೇಳೆ
Garlic / ಬೆಳ್ಳುಳ್ಳಿ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=25&VarCode=3&Date=DATEHERE&CommName=Garlic / ಬೆಳ್ಳುಳ್ಳಿ&VarName=Garlic / ಬೆಳ್ಳುಳ್ಳಿ
Garlic / ಬೆಳ್ಳುಳ್ಳಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=25&VarCode=3&Date=DATEHERE&CommName=Garlic / ಬೆಳ್ಳುಳ್ಳಿ&VarName=Garlic / ಬೆಳ್ಳುಳ್ಳಿ
Other / ಇತರೆ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=25&VarCode=999&Date=DATEHERE&CommName=Garlic / ಬೆಳ್ಳುಳ್ಳಿ&VarName=Other / ಇತರೆ
Chilly Red / ಕೆಂಪು  ಮೆಣಸಿನಕಾಯಿ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=26&VarCode=999&Date=DATEHERE&CommName=Chilly Red / ಕೆಂಪು  ಮೆಣಸಿನಕಾಯಿ&VarName=Other / ಇತರೆ
Other / ಇತರೆ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=26&VarCode=999&Date=DATEHERE&CommName=Chilly Red / ಕೆಂಪು  ಮೆಣಸಿನಕಾಯಿ&VarName=Other / ಇತರೆ
Ginger / ಶುಂಠಿ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=27&VarCode=1&Date=DATEHERE&CommName=Ginger / ಶುಂಠಿ&VarName=Dry / ಒಣ
Dry / ಒಣ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=27&VarCode=1&Date=DATEHERE&CommName=Ginger / ಶುಂಠಿ&VarName=Dry / ಒಣ
Pepper / ಮೆಣಸು,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=38&VarCode=1&Date=DATEHERE&CommName=Pepper / ಮೆಣಸು&VarName=Black Pepper / ಕರಿಮೆಣಸು
Black Pepper / ಕರಿಮೆಣಸು (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=38&VarCode=1&Date=DATEHERE&CommName=Pepper / ಮೆಣಸು&VarName=Black Pepper / ಕರಿಮೆಣಸು
Other / ಇತರೆ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=38&VarCode=999&Date=DATEHERE&CommName=Pepper / ಮೆಣಸು&VarName=Other / ಇತರೆ
Turmeric / ಅರಿಶಿನ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=39&VarCode=10&Date=DATEHERE&CommName=Turmeric / ಅರಿಶಿನ&VarName=Turmeric Stick / ಟರ್ಮರಿಕ್ ಸ್ಟಿಕ್
Turmeric Stick / ಟರ್ಮರಿಕ್ ಸ್ಟಿಕ್ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=39&VarCode=10&Date=DATEHERE&CommName=Turmeric / ಅರಿಶಿನ&VarName=Turmeric Stick / ಟರ್ಮರಿಕ್ ಸ್ಟಿಕ್
Cumminseed / ಕುಮಿನ್ ಸೀಡ್,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=42&VarCode=999&Date=DATEHERE&CommName=Cumminseed / ಕುಮಿನ್ ಸೀಡ್&VarName=Other / ಇತರೆ
Other / ಇತರೆ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=42&VarCode=999&Date=DATEHERE&CommName=Cumminseed / ಕುಮಿನ್ ಸೀಡ್&VarName=Other / ಇತರೆ
Methi Seeds / ಮೆಂತ್ಯ ಬೇಜ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=47&VarCode=1&Date=DATEHERE&CommName=Methi Seeds / ಮೆಂತ್ಯ ಬೇಜ&VarName=Methiseeds / ಮೆಂತ್ಯ ಬೀಜ
Methiseeds / ಮೆಂತ್ಯ ಬೀಜ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=47&VarCode=1&Date=DATEHERE&CommName=Methi Seeds / ಮೆಂತ್ಯ ಬೇಜ&VarName=Methiseeds / ಮೆಂತ್ಯ ಬೀಜ
Coriander Seed / ಧನಿಯಾ (ಕೊತ್ತಂಬರಿ ಬೀಜ),MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=108&VarCode=1&Date=DATEHERE&CommName=Coriander Seed / ಧನಿಯಾ (ಕೊತ್ತಂಬರಿ ಬೀಜ)&VarName=Coriander Seed / ಧನಿಯಾ ಬೀಜ
Coriander Seed / ಧನಿಯಾ ಬೀಜ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=108&VarCode=1&Date=DATEHERE&CommName=Coriander Seed / ಧನಿಯಾ (ಕೊತ್ತಂಬರಿ ಬೀಜ)&VarName=Coriander Seed / ಧನಿಯಾ ಬೀಜ
Dry Chillies / ಒಣ ಮೆಣಸಿನಕಾಯಿ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=132&VarCode=1&Date=DATEHERE&CommName=Dry Chillies / ಒಣ ಮೆಣಸಿನಕಾಯಿ&VarName=Byadgi / ಬ್ಯಾಡಗಿ
Byadgi / ಬ್ಯಾಡಗಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=132&VarCode=1&Date=DATEHERE&CommName=Dry Chillies / ಒಣ ಮೆಣಸಿನಕಾಯಿ&VarName=Byadgi / ಬ್ಯಾಡಗಿ
Dabbi / ಡಬ್ಬಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=132&VarCode=7&Date=DATEHERE&CommName=Dry Chillies / ಒಣ ಮೆಣಸಿನಕಾಯಿ&VarName=Dabbi / ಡಬ್ಬಿ
Kaddi / ಕಡ್ಡಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=132&VarCode=9&Date=DATEHERE&CommName=Dry Chillies / ಒಣ ಮೆಣಸಿನಕಾಯಿ&VarName=Kaddi / ಕಡ್ಡಿ
Local / ಸ್ಥಳೀಯ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=132&VarCode=10&Date=DATEHERE&CommName=Dry Chillies / ಒಣ ಮೆಣಸಿನಕಾಯಿ&VarName=Local / ಸ್ಥಳೀಯ
Guntur / ಗುಂಟೂರು (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=132&VarCode=12&Date=DATEHERE&CommName=Dry Chillies / ಒಣ ಮೆಣಸಿನಕಾಯಿ&VarName=Guntur / ಗುಂಟೂರು
Onion / ಈರುಳ್ಳಿ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=23&VarCode=2&Date=DATEHERE&CommName=Onion / ಈರುಳ್ಳಿ&VarName=Bombay (U.P.) / ಬಾಂಬೆ (ಯು.ಪಿ.)
Bombay (U.P.) / ಬಾಂಬೆ (ಯು.ಪಿ.) (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=23&VarCode=2&Date=DATEHERE&CommName=Onion / ಈರುಳ್ಳಿ&VarName=Bombay (U.P.) / ಬಾಂಬೆ (ಯು.ಪಿ.)
Bellary Red / ಬಳ್ಳಾರಿ ಸಣ್ಣ  (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=23&VarCode=9&Date=DATEHERE&CommName=Onion / ಈರುಳ್ಳಿ&VarName=Bellary Red / ಬಳ್ಳಾರಿ ಸಣ್ಣ
Local / ಸ್ಥಳೀಯ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=23&VarCode=13&Date=DATEHERE&CommName=Onion / ಈರುಳ್ಳಿ&VarName=Local / ಸ್ಥಳೀಯ
Onion / ಈರುಳ್ಳಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=23&VarCode=15&Date=DATEHERE&CommName=Onion / ಈರುಳ್ಳಿ&VarName=Onion / ಈರುಳ್ಳಿ
Puna / ಪೂನ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=23&VarCode=16&Date=DATEHERE&CommName=Onion / ಈರುಳ್ಳಿ&VarName=Puna / ಪೂನ
Telagi / ತೆಲಗಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=23&VarCode=17&Date=DATEHERE&CommName=Onion / ಈರುಳ್ಳಿ&VarName=Telagi / ತೆಲಗಿ
Other / ಇತರೆ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=23&VarCode=999&Date=DATEHERE&CommName=Onion / ಈರುಳ್ಳಿ&VarName=Other / ಇತರೆ
Potato / ಆಲೂಗಡ್ಡೆ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=24&VarCode=2&Date=DATEHERE&CommName=Potato / ಆಲೂಗಡ್ಡೆ&VarName=Chandramukhi / ಚಂದ್ರಮುಖಿ
Chandramukhi / ಚಂದ್ರಮುಖಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=24&VarCode=2&Date=DATEHERE&CommName=Potato / ಆಲೂಗಡ್ಡೆ&VarName=Chandramukhi / ಚಂದ್ರಮುಖಿ
Local / ಸ್ಥಳೀಯ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=24&VarCode=14&Date=DATEHERE&CommName=Potato / ಆಲೂಗಡ್ಡೆ&VarName=Local / ಸ್ಥಳೀಯ
Potato / ಆಲೂಗಡ್ಡೆ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=24&VarCode=15&Date=DATEHERE&CommName=Potato / ಆಲೂಗಡ್ಡೆ&VarName=Potato / ಆಲೂಗಡ್ಡೆ
Other / ಇತರೆ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=24&VarCode=999&Date=DATEHERE&CommName=Potato / ಆಲೂಗಡ್ಡೆ&VarName=Other / ಇತರೆ
Cauliflower / ಹೂಕೋಸು,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=34&VarCode=7&Date=DATEHERE&CommName=Cauliflower / ಹೂಕೋಸು&VarName=Local / ಸ್ಥಳೀಯ
Local / ಸ್ಥಳೀಯ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=34&VarCode=7&Date=DATEHERE&CommName=Cauliflower / ಹೂಕೋಸು&VarName=Local / ಸ್ಥಳೀಯ
Cauliflower / ಹೂಕೋಸು (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=34&VarCode=8&Date=DATEHERE&CommName=Cauliflower / ಹೂಕೋಸು&VarName=Cauliflower / ಹೂಕೋಸು
Brinjal / ಬದನೆಕಾಯಿ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=35&VarCode=1&Date=DATEHERE&CommName=Brinjal / ಬದನೆಕಾಯಿ&VarName=Round / ರೌಂಡ್
Round / ರೌಂಡ್ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=35&VarCode=1&Date=DATEHERE&CommName=Brinjal / ಬದನೆಕಾಯಿ&VarName=Round / ರೌಂಡ್
Round/Long / ರೌಂಡ್ / ಲಾಂಗ್ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=35&VarCode=2&Date=DATEHERE&CommName=Brinjal / ಬದನೆಕಾಯಿ&VarName=Round/Long / ರೌಂಡ್ / ಲಾಂಗ್
Brinjal / ಬದನೆಕಾಯಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=35&VarCode=9&Date=DATEHERE&CommName=Brinjal / ಬದನೆಕಾಯಿ&VarName=Brinjal / ಬದನೆಕಾಯಿ
Other / ಇತರೆ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=35&VarCode=999&Date=DATEHERE&CommName=Brinjal / ಬದನೆಕಾಯಿ&VarName=Other / ಇತರೆ
Coriander / ಧನಿಯಾ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=43&VarCode=2&Date=DATEHERE&CommName=Coriander / ಧನಿಯಾ&VarName=Local / ಸ್ಥಳೀಯ
Local / ಸ್ಥಳೀಯ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=43&VarCode=2&Date=DATEHERE&CommName=Coriander / ಧನಿಯಾ&VarName=Local / ಸ್ಥಳೀಯ
Tomato / ಟೊಮ್ಯಾಟೊ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=78&VarCode=4&Date=DATEHERE&CommName=Tomato / ಟೊಮ್ಯಾಟೊ&VarName=Hybrid / ಹೈಬ್ರಿಡ್
Hybrid / ಹೈಬ್ರಿಡ್ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=78&VarCode=4&Date=DATEHERE&CommName=Tomato / ಟೊಮ್ಯಾಟೊ&VarName=Hybrid / ಹೈಬ್ರಿಡ್
Tomato / ಟೊಮ್ಯೂಟೊ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=78&VarCode=5&Date=DATEHERE&CommName=Tomato / ಟೊಮ್ಯಾಟೊ&VarName=Tomato / ಟೊಮ್ಯೂಟೊ
Bitter Gourd / ಹಾಗಲಕಾಯಿ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=81&VarCode=1&Date=DATEHERE&CommName=Bitter Gourd / ಹಾಗಲಕಾಯಿ&VarName=Bitter Gourd / ಹಾಗಲಕಾಯಿ
Bitter Gourd / ಹಾಗಲಕಾಯಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=81&VarCode=1&Date=DATEHERE&CommName=Bitter Gourd / ಹಾಗಲಕಾಯಿ&VarName=Bitter Gourd / ಹಾಗಲಕಾಯಿ
Bottle Gourd / ಸೋರೆಕಾಯಿ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=82&VarCode=1&Date=DATEHERE&CommName=Bottle Gourd / ಸೋರೆಕಾಯಿ&VarName=Bottle Gourd / ಸೋರೆಕಾಯಿ
Bottle Gourd / ಸೋರೆಕಾಯಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=82&VarCode=1&Date=DATEHERE&CommName=Bottle Gourd / ಸೋರೆಕಾಯಿ&VarName=Bottle Gourd / ಸೋರೆಕಾಯಿ
Ash Gourd / ಬೂದುಕುಂಬಳ ಕಾಯಿ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=83&VarCode=2&Date=DATEHERE&CommName=Ash Gourd / ಬೂದುಕುಂಬಳ ಕಾಯಿ&VarName=Ashgourd / ಬೂದುಕುಂಬಳ
Ashgourd / ಬೂದುಕುಂಬಳ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=83&VarCode=2&Date=DATEHERE&CommName=Ash Gourd / ಬೂದುಕುಂಬಳ ಕಾಯಿ&VarName=Ashgourd / ಬೂದುಕುಂಬಳ
Green Chilly / ಹಸಿರು ಮೆಣಸಿನಕಾಯಿ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=87&VarCode=1&Date=DATEHERE&CommName=Green Chilly / ಹಸಿರು ಮೆಣಸಿನಕಾಯಿ&VarName=Green Chilly / ಹಸಿರು ಮೆಣಸಿನಕಾಯಿ
Green Chilly / ಹಸಿರು ಮೆಣಸಿನಕಾಯಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=87&VarCode=1&Date=DATEHERE&CommName=Green Chilly / ಹಸಿರು ಮೆಣಸಿನಕಾಯಿ&VarName=Green Chilly / ಹಸಿರು ಮೆಣಸಿನಕಾಯಿ
Chilly Capsicum / ಬಜ್ಜಿ ಮೆಣಸಿನಕಾಯಿ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=88&VarCode=1&Date=DATEHERE&CommName=Chilly Capsicum / ಬಜ್ಜಿ ಮೆಣಸಿನಕಾಯಿ&VarName=Chilly Capsicum / ದಪ್ಪ ಮೆಣಸಿನಕಾಯಿ
Chilly Capsicum / ದಪ್ಪ ಮೆಣಸಿನಕಾಯಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=88&VarCode=1&Date=DATEHERE&CommName=Chilly Capsicum / ಬಜ್ಜಿ ಮೆಣಸಿನಕಾಯಿ&VarName=Chilly Capsicum / ದಪ್ಪ ಮೆಣಸಿನಕಾಯಿ
Cowpea (Veg) / ಅಲಸಂದೆಕಾಯಿ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=89&VarCode=1&Date=DATEHERE&CommName=Cowpea (Veg) / ಅಲಸಂದೆಕಾಯಿ&VarName=Cowpea (Veg) / ಅಲಸಂದಿಕಾಯಿ
Cowpea (Veg) / ಅಲಸಂದಿಕಾಯಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=89&VarCode=1&Date=DATEHERE&CommName=Cowpea (Veg) / ಅಲಸಂದೆಕಾಯಿ&VarName=Cowpea (Veg) / ಅಲಸಂದಿಕಾಯಿ
Banana Green / ಬಾಳೆಕಾಯಿ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=90&VarCode=1&Date=DATEHERE&CommName=Banana Green / ಬಾಳೆಕಾಯಿ&VarName=Banana - Green (Balekai) / ಬಾಳೇಕಾಯಿ
Banana - Green (Balekai) / ಬಾಳೇಕಾಯಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=90&VarCode=1&Date=DATEHERE&CommName=Banana Green / ಬಾಳೆಕಾಯಿ&VarName=Banana - Green (Balekai) / ಬಾಳೇಕಾಯಿ
Beans / ಹುರುಳಿಕಾಯಿ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=94&VarCode=1&Date=DATEHERE&CommName=Beans / ಹುರುಳಿಕಾಯಿ&VarName=Beans (Whole) / ಬೀನ್ಸ್ (ವೋಲ್)
Beans (Whole) / ಬೀನ್ಸ್ (ವೋಲ್) (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=94&VarCode=1&Date=DATEHERE&CommName=Beans / ಹುರುಳಿಕಾಯಿ&VarName=Beans (Whole) / ಬೀನ್ಸ್ (ವೋಲ್)
Green Ginger / ಹಸಿ ಶುಂಠಿ,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=103&VarCode=1&Date=DATEHERE&CommName=Green Ginger / ಹಸಿ ಶುಂಠಿ&VarName=Green Ginger / ಹಸಿ ಶುಂಠಿ
Green Ginger / ಹಸಿ ಶುಂಠಿ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=103&VarCode=1&Date=DATEHERE&CommName=Green Ginger / ಹಸಿ ಶುಂಠಿ&VarName=Green Ginger / ಹಸಿ ಶುಂಠಿ
Sweet Potato / ಸಿಹಿ ಗೆಣಸು,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=152&VarCode=3&Date=DATEHERE&CommName=Sweet Potato / ಸಿಹಿ ಗೆಣಸು&VarName=Sweet Potato / ಗೆಣಸು
Sweet Potato / ಗೆಣಸು (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=152&VarCode=3&Date=DATEHERE&CommName=Sweet Potato / ಸಿಹಿ ಗೆಣಸು&VarName=Sweet Potato / ಗೆಣಸು
Carrot / ಕ್ಯಾರೆಟ್,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=153&VarCode=1&Date=DATEHERE&CommName=Carrot / ಕ್ಯಾರೆಟ್&VarName=Pusakesar / ಪುಸಕೇಸರ್
Pusakesar / ಪುಸಕೇಸರ್ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=153&VarCode=1&Date=DATEHERE&CommName=Carrot / ಕ್ಯಾರೆಟ್&VarName=Pusakesar / ಪುಸಕೇಸರ್
Carrot / ಕ್ಯಾರೆಟ್ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=153&VarCode=2&Date=DATEHERE&CommName=Carrot / ಕ್ಯಾರೆಟ್&VarName=Carrot / ಕ್ಯಾರೆಟ್
Others / ಇತರೆ (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=153&VarCode=999&Date=DATEHERE&CommName=Carrot / ಕ್ಯಾರೆಟ್&VarName=Others / ಇತರೆ
Cabbage / ಎಲೆಕೋಸು,MainPage/DailyMrktPriceRep2.aspx?Rep=Com&CommCode=154&VarCode=1&Date=DATEHERE&CommName=Cabbage / ಎಲೆಕೋಸು&VarName=Cabbage / ಎಲೆಕೋಸು
Cabbage / ಎಲೆಕೋಸು (*),MainPage/DailyMrktPriceRep2.aspx?Rep=Var&CommCode=154&VarCode=1&Date=DATEHERE&CommName=Cabbage / ಎಲೆಕೋಸು&VarName=Cabbage / ಎಲೆಕೋಸು
